,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter,norm_sal
1831,Jake Tsakalidis,2900000,2005,Center,51,14.4,10.4,25.0,5,0.145
1832,Nikoloz Tskitishvili,745248,2005,Small Forward and Power Forward,17,5.8,5.1,5.0,3,0.0372624
1833,Hedo Turkoglu,5393300,2005,Power Forward and Small Forward,78,33.5,11.1,16.0,5,0.269665
1834,Beno Udrih,904800,2005,Shooting Guard and Point Guard,55,10.7,9.7,28.0,1,0.04524
1835,Keith Van Horn,15694250,2005,Power Forward and Small Forward,53,20.6,8.9,2.0,8,0.7847125
1836,Anderson Varejao,866800,2005,Power Forward and Center,48,15.8,9.1,30.0,1,0.04334
1837,Jacque Vaughn,1094550,2005,Shooting Guard and Point Guard,80,15.4,5.1,27.0,8,0.0547275
1838,Charlie Villanueva,2360880,2005,Power Forward,81,29.1,9.5,7.0,0,0.118044
1839,Jake Voskuhl,1937500,2005,Center,51,16.0,5.8,33.0,5,0.096875
1840,Jackson Vroman,682051,2005,Center and Power Forward,41,9.9,0.9,31.0,1,0.03410255
1841,Sasha Vujacic,910440,2005,Point Guard and Shooting Guard,82,17.7,5.9,27.0,1,0.045522
1842,Dwyane Wade,3031920,2005,Point Guard and Shooting Guard,75,38.6,18.6,5.0,2,0.151596
1843,Von Wafer,398762,2005,Small Forward and Shooting Guard,16,4.5,-7.8,39.0,0,0.0199381
1844,Antoine Walker,6880000,2005,Power Forward,82,26.8,10.5,6.0,9,0.344
1845,Samaki Walker,364223,2005,Power Forward and Center,7,3.1,-12.6,9.0,9,0.01821115
1846,Gerald Wallace,5000000,2005,Small Forward and Power Forward,55,34.5,13.6,25.0,4,0.25
1847,Luke Walton,1250000,2005,Power Forward and Small Forward,69,19.3,8.6,32.0,2,0.0625
1848,Hakim Warrick,1196520,2005,Power Forward,68,10.6,6.0,19.0,0,0.059826
1849,Earl Watson,5000000,2005,Point Guard,70,22.5,9.6,39.0,4,0.25
1850,Martell Webster,2586120,2005,Small Forward,61,17.5,7.0,6.0,0,0.129306
1851,Bonzi Wells,8000000,2005,Small Forward and Shooting Guard,52,32.4,10.7,11.0,7,0.4
1852,Jiri Welsch,2177114,2005,Small Forward and Shooting Guard,58,14.9,7.0,16.0,3,0.1088557
1853,David West,1334160,2005,Small Forward and Center and Power Forward,74,34.1,13.2,18.0,2,0.066708
1854,Delonte West,1010040,2005,Point Guard and Shooting Guard,71,34.1,10.3,24.0,1,0.050502
1855,Robert Whaley,398762,2005,Center,23,9.2,3.6,51.0,0,0.0199381
1856,Chris Wilcox,2812239,2005,Center and Power Forward,77,19.9,11.3,8.0,3,0.14061195
1857,Alvin Williams,6300000,2005,Shooting Guard and Point Guard,1,9.8,0.0,47.0,8,0.315
1858,Deron Williams,3487400,2005,Point Guard,80,28.8,8.6,3.0,0,0.17437
1859,Jason Williams,7562500,2005,Point Guard,59,31.8,10.6,7.0,7,0.378125
1860,Lou Williams,450000,2005,Shooting Guard and Point Guard,30,4.8,6.1,45.0,0,0.0225
1861,Marvin Williams,3883560,2005,Power Forward and Small Forward,79,24.7,7.5,2.0,0,0.194178
1862,Mo Williams,1760000,2005,Point Guard and Shooting Guard,58,26.4,10.0,47.0,2,0.088
1863,Loren Woods,780000,2005,Center,27,12.0,6.6,45.0,4,0.039
1864,Qyntel Woods,599834,2005,Small Forward and Power Forward,49,20.7,9.2,21.0,3,0.0299917
1865,Metta World Peace,6842105,2005,Small Forward,56,39.4,9.6,16.0,6,0.34210525
1866,Antoine Wright,1461360,2005,Shooting Guard and Small Forward,39,9.5,-1.3,15.0,0,0.073068
1867,Bracey Wright,398762,2005,Shooting Guard,7,19.3,10.3,47.0,0,0.0199381
1868,Dorell Wright,1238640,2005,Small Forward,20,6.6,13.1,19.0,1,0.061932
1869,Lorenzen Wright,7700000,2005,Center,78,21.7,7.7,7.0,9,0.385
1870,Shareef Abdur-Rahim,5400000,2006,Center and Small Forward and Power Forward,80,25.2,8.0,3.0,10,0.2571428571428571
1871,Hassan Adams,412718,2006,Shooting Guard,61,8.1,7.6,54.0,0,0.019653238095238
1872,Maurice Ager,906480,2006,Shooting Guard,32,6.7,-0.2,28.0,0,0.0431657142857142
1873,LaMarcus Aldridge,4027320,2006,Power Forward and Center,63,22.1,8.9,2.0,0,0.1917771428571428
1874,Ray Allen,14611570,2006,Shooting Guard,55,40.3,13.4,5.0,10,0.6957890476190476
1875,Tony Allen,1037280,2006,Shooting Guard and Small Forward and Point Guard,33,24.4,10.8,25.0,2,0.0493942857142857
1876,Rafer Alston,4200000,2006,Point Guard,82,37.1,9.0,39.0,8,0.2
1877,Derek Anderson,9742500,2006,Shooting Guard and Small Forward and Point Guard,50,23.8,8.9,13.0,9,0.4639285714285714
1878,Derek Anderson,901397,2006,Shooting Guard and Small Forward and Point Guard,50,23.8,8.9,13.0,9,0.4639285714285714
1879,Derek Anderson,400000,2006,Shooting Guard and Small Forward and Point Guard,50,23.8,8.9,13.0,9,0.4639285714285714
1880,Carmelo Anthony,4694041,2006,Small Forward and Power Forward,65,38.2,13.4,3.0,3,0.2235257619047619
1881,Rafael Araujo,2395200,2006,Center,28,8.8,6.0,8.0,2,0.1140571428571428
1882,Gilbert Arenas,11096800,2006,Point Guard,74,39.8,14.2,30.0,5,0.5284190476190476
1883,Trevor Ariza,3100000,2006,Small Forward and Shooting Guard,57,22.4,11.8,43.0,2,0.1476190476190476
1884,Hilton Armstrong,1767600,2006,Center and Power Forward,56,11.3,7.3,12.0,0,0.0841714285714285
1885,James Augustine,412718,2006,Power Forward,2,3.7,6.6,41.0,0,0.019653238095238
1886,Renaldo Balkman,1191240,2006,Small Forward and Power Forward,68,15.6,11.4,20.0,0,0.0567257142857142
1887,Marcus Banks,3672414,2006,Point Guard,45,11.2,6.5,13.0,3,0.1748768571428571
1888,Leandro Barbosa,1679733,2006,Point Guard and Shooting Guard,80,32.7,11.5,28.0,3,0.0799872857142857
1889,Andrea Bargnani,4501200,2006,Power Forward and Center,65,25.1,7.7,1.0,0,0.2143428571428571
1890,Matt Barnes,771331,2006,Small Forward and Power Forward,76,23.9,9.3,45.0,4,0.0367300476190476
1891,Brandon Bass,664209,2006,Power Forward and Center,21,7.7,5.0,33.0,1,0.031629
1892,Maceo Baston,744551,2006,Power Forward,47,8.6,8.7,58.0,8,0.0354548095238095
1893,Tony Battie,5746000,2006,Center and Power Forward,66,23.9,7.1,5.0,9,0.2736190476190476
1894,Shane Battier,5393300,2006,Small Forward and Shooting Guard,82,36.4,8.2,6.0,5,0.2568238095238095
1895,Mike Bibby,12500000,2006,Point Guard,82,33.9,10.6,2.0,8,0.5952380952380952
1896,Andris Biedrins,1986960,2006,Center,82,29.1,10.5,11.0,2,0.0946171428571428
1897,Chauncey Billups,6364400,2006,Point Guard and Shooting Guard,70,36.2,14.6,3.0,9,0.3030666666666666
1898,Steve Blake,1330000,2006,Point Guard,82,27.1,7.4,38.0,3,0.0633333333333333
1899,Will Blalock,412718,2006,Point Guard,14,11.8,4.5,60.0,0,0.019653238095238
1900,Andray Blatche,664209,2006,Center and Power Forward,56,12.2,7.1,49.0,1,0.031629
1901,Mark Blount,7288165,2006,Center,82,31.0,8.3,54.0,9,0.3470554761904761
1902,Keith Bogans,2510000,2006,Small Forward and Shooting Guard,59,16.8,5.7,43.0,3,0.1195238095238095
1903,Andrew Bogut,4665960,2006,Power Forward and Center,66,34.2,11.0,1.0,1,0.2221885714285714
1904,Matt Bonner,2000000,2006,Power Forward and Center,56,11.7,10.2,45.0,3,0.0952380952380952
1905,Josh Boone,1053960,2006,Center and Power Forward,61,11.0,8.9,23.0,0,0.0501885714285714
1906,Calvin Booth,6629891,2006,Center,44,8.6,4.4,35.0,7,0.3157090952380952
1907,Calvin Booth,998967,2006,Center,44,8.6,4.4,35.0,7,0.3157090952380952
1908,Carlos Boozer,11260483,2006,Center and Power Forward,74,34.6,18.1,34.0,4,0.5362134761904762
1909,Chris Bosh,4235220,2006,Power Forward and Center,69,38.5,15.8,4.0,3,0.2016771428571428
1910,Elton Brand,14248000,2006,Power Forward and Center,80,38.5,15.4,1.0,7,0.6784761904761905
1911,Ronnie Brewer,1595400,2006,Shooting Guard and Small Forward,56,12.1,9.0,14.0,0,0.0759714285714285
1912,Primoz Brezec,2750000,2006,Center,58,14.5,3.7,27.0,6,0.1309523809523809
1913,Dee Brown,412718,2006,Point Guard,21,24.9,7.4,46.0,0,0.019653238095238
1914,Dee Brown,412718,2006,Point Guard,49,9.2,6.1,46.0,0,0.019653238095238
1915,Kwame Brown,8287500,2006,Center and Power Forward,41,27.6,8.0,1.0,5,0.3946428571428571
1916,Shannon Brown,971280,2006,Shooting Guard,23,8.8,3.5,25.0,0,0.0462514285714285
1917,Kobe Bryant,17718750,2006,Shooting Guard and Small Forward,77,40.8,17.2,13.0,10,0.84375
1918,Greg Buckner,3240741,2006,Shooting Guard and Small Forward,76,18.0,4.7,53.0,8,0.154321
1919,Greg Buckner,1941333,2006,Shooting Guard and Small Forward,76,18.0,4.7,53.0,8,0.154321
1920,Caron Butler,7438000,2006,Small Forward and Shooting Guard,63,39.3,11.9,10.0,4,0.3541904761904761
1921,Rasual Butler,3000000,2006,Shooting Guard and Small Forward,81,27.4,6.9,52.0,4,0.1428571428571428
1922,Andrew Bynum,2030280,2006,Center,82,21.9,9.7,10.0,1,0.09668
1923,Marcus Camby,8800000,2006,Center and Power Forward,70,33.8,14.2,2.0,10,0.419047619047619
1924,Brian Cardinal,5400000,2006,Power Forward and Small Forward,28,11.2,12.2,44.0,6,0.2571428571428571
1925,Rodney Carney,1439760,2006,Shooting Guard and Small Forward,67,17.4,5.8,16.0,0,0.06856
1926,Vince Carter,15101625,2006,Small Forward and Shooting Guard,82,38.1,14.9,5.0,8,0.719125
1927,Kelvin Cato,1071225,2006,Center and Power Forward,18,5.3,8.7,15.0,9,0.0510107142857142
1928,Tyson Chandler,9150000,2006,Center and Power Forward,73,34.6,11.9,2.0,5,0.4357142857142857
1929,Josh Childress,2863920,2006,Shooting Guard and Small Forward,55,36.8,11.7,6.0,2,0.1363771428571428
1930,Speedy Claxton,6854546,2006,Point Guard,42,25.1,4.6,20.0,6,0.3264069523809523
1931,Jarron Collins,2625698,2006,Center,82,11.1,4.5,52.0,5,0.1250332380952381
1932,Jason Collins,5800000,2006,Power Forward and Center,80,23.0,0.6,18.0,5,0.2761904761904762
1933,Mardy Collins,899880,2006,Shooting Guard and Point Guard and Small Forward,52,14.9,6.2,29.0,0,0.0428514285714285
1934,Nick Collison,2501070,2006,Power Forward and Center,82,29.0,9.1,12.0,3,0.1190985714285714
1935,Brian Cook,1817141,2006,Power Forward and Center,65,15.7,8.9,24.0,3,0.0865305238095238
1936,Jamal Crawford,7200000,2006,Shooting Guard and Point Guard,59,37.3,9.9,8.0,6,0.3428571428571428
1937,Austin Croshere,7300000,2006,Power Forward,61,11.9,10.0,12.0,9,0.3476190476190476
1938,Eddy Curry,8171103,2006,Power Forward and Center,81,35.2,10.3,4.0,5,0.3891001428571428
1939,Samuel Dalembert,9464307,2006,Center,82,30.9,10.6,26.0,5,0.4506812857142857
1940,Erick Dampier,9628000,2006,Center,76,25.2,9.3,10.0,10,0.4584761904761905
1941,Antonio Daniels,5400000,2006,Shooting Guard and Point Guard,80,22.0,11.1,4.0,9,0.2571428571428571
1942,Baron Davis,15070000,2006,Point Guard,63,35.3,14.1,3.0,7,0.7176190476190476
1943,Paul Davis,412718,2006,Power Forward and Center,31,5.8,6.1,34.0,0,0.019653238095238
1944,Ricky Davis,6364400,2006,Small Forward and Shooting Guard,81,37.3,11.0,21.0,8,0.3030666666666666
1945,Carlos Delfino,1037280,2006,Shooting Guard and Small Forward,82,16.7,10.3,25.0,3,0.0493942857142857
1946,Luol Deng,2614440,2006,Power Forward and Small Forward,82,37.5,14.5,7.0,2,0.1244971428571428
1947,Boris Diaw,1870501,2006,Power Forward and Shooting Guard,73,31.1,9.0,21.0,3,0.0890714761904761
1948,Dan Dickau,2753218,2006,Point Guard,50,8.9,8.0,28.0,4,0.131105619047619
1949,Travis Diener,664209,2006,Point Guard,26,11.1,8.0,38.0,1,0.031629
1950,Ike Diogu,2137200,2006,Power Forward,59,12.9,10.2,9.0,1,0.1017714285714285
1951,DeSagana Diop,1998000,2006,Power Forward and Center,81,18.3,5.7,8.0,5,0.0951428571428571
1952,Juan Dixon,2550000,2006,Point Guard and Shooting Guard,81,23.8,7.2,17.0,4,0.1214285714285714
1953,Michael Doleac,2880000,2006,Center,56,12.5,7.3,12.0,8,0.1371428571428571
1954,Keyon Dooling,3348000,2006,Shooting Guard and Point Guard,66,21.7,6.8,10.0,6,0.1594285714285714
1955,Quincy Douby,1240920,2006,Point Guard,42,8.6,5.7,19.0,0,0.0590914285714285
1956,Chris Duhon,3024000,2006,Point Guard,78,24.4,9.5,38.0,2,0.144
1957,Tim Duncan,17429672,2006,Center and Power Forward,80,34.1,18.9,1.0,9,0.8299843809523809
1958,Mike Dunleavy,7438016,2006,Small Forward and Shooting Guard and Power Forward,82,31.5,10.2,3.0,4,0.3541912380952381
1959,Monta Ellis,664209,2006,Shooting Guard,77,34.3,9.4,40.0,1,0.031629
1960,Francisco Elson,3000000,2006,Center,70,19.0,7.8,41.0,7,0.1428571428571428
1961,Melvin Ely,3303813,2006,Power Forward and Center,30,10.3,2.0,12.0,4,0.1573244285714285
1962,Daniel Ewing,664209,2006,Shooting Guard and Point Guard,61,11.7,7.6,32.0,1,0.031629
1963,Jordan Farmar,939120,2006,Point Guard,72,15.1,8.5,26.0,0,0.04472
1964,Raymond Felton,3060840,2006,Point Guard and Shooting Guard,78,36.3,10.0,5.0,1,0.1457542857142857
1965,Derek Fisher,5883600,2006,Point Guard and Shooting Guard,82,27.9,6.9,24.0,10,0.2801714285714285
1966,T.J. Ford,2929467,2006,Point Guard,75,29.9,12.9,8.0,3,0.1394984285714285
1967,Danny Fortson,6596990,2006,Center and Power Forward,14,11.3,1.6,10.0,9,0.3141423809523809
1968,Jeff Foster,5500000,2006,Center,75,23.2,9.2,21.0,7,0.2619047619047619
1969,Randy Foye,2448240,2006,Point Guard and Shooting Guard,82,22.9,9.5,7.0,0,0.1165828571428571
1970,Adonal Foyle,8125000,2006,Center,48,9.9,7.2,8.0,9,0.3869047619047619
1971,Steve Francis,15070000,2006,Shooting Guard and Point Guard,44,28.1,10.0,2.0,7,0.7176190476190476
1972,Matt Freije,145961,2006,Power Forward,19,7.7,4.3,53.0,2,0.0069505238095238
1973,Channing Frye,2325000,2006,Center and Power Forward,72,26.3,7.2,8.0,1,0.1107142857142857
1974,Dan Gadzuric,5252065,2006,Center and Power Forward,54,15.6,5.8,33.0,4,0.2500983333333333
1975,Francisco Garcia,1092600,2006,Small Forward and Shooting Guard,79,17.8,7.1,23.0,1,0.0520285714285714
1976,Pat Garrity,3525000,2006,Power Forward and Small Forward,33,8.4,3.5,19.0,8,0.1678571428571428
1977,Pau Gasol,12364000,2006,Center and Power Forward,59,36.1,15.4,3.0,5,0.5887619047619047
1978,Rudy Gay,2242290,2006,Power Forward and Small Forward,78,27.0,7.2,8.0,0,0.1067757142857142
1979,Mickael Gelabale,802000,2006,Shooting Guard and Small Forward,70,17.7,5.9,48.0,1,0.0381904761904761
1980,Devean George,1974259,2006,Small Forward,60,21.4,5.9,23.0,7,0.0940123333333333
1981,Daniel Gibson,412718,2006,Shooting Guard and Point Guard,60,16.5,5.8,42.0,0,0.019653238095238
1982,Manu Ginobili,8254375,2006,Shooting Guard,75,27.5,17.1,57.0,7,0.3930654761904762
1983,Gordan Giricek,4000000,2006,Small Forward and Shooting Guard,61,19.5,8.2,40.0,7,0.1904761904761904
1984,Andreas Glyniadakis,161061,2006,Center,13,6.2,-5.0,58.0,3,0.0076695714285714
1985,Ryan Gomes,664209,2006,Power Forward and Small Forward,73,31.2,9.3,50.0,1,0.031629
1986,Drew Gooden,6645402,2006,Small Forward and Center and Power Forward,80,28.0,11.6,4.0,4,0.3164477142857143
1987,Ben Gordon,3862080,2006,Shooting Guard,82,33.0,12.7,3.0,2,0.1839085714285714
1988,Joey Graham,1492440,2006,Small Forward,79,16.7,8.4,16.0,1,0.0710685714285714
1989,Danny Granger,1417800,2006,Small Forward,82,34.0,9.0,17.0,1,0.0675142857142857
1990,Gerald Green,1347000,2006,Shooting Guard and Small Forward,81,22.0,7.0,18.0,1,0.0641428571428571
1991,Willie Green,2800000,2006,Shooting Guard,74,24.9,5.9,41.0,3,0.1333333333333333
1992,Orien Greene,664209,2006,Point Guard and Shooting Guard,41,6.2,4.2,53.0,1,0.031629
1993,Eddie Griffin,2700000,2006,Power Forward and Center,13,7.0,4.4,7.0,5,0.1285714285714285
1994,Richard Hamilton,9187500,2006,Small Forward and Shooting Guard,75,36.8,11.5,7.0,7,0.4375
1995,Matt Harpring,6500000,2006,Shooting Guard and Small Forward,77,25.5,9.9,15.0,8,0.3095238095238095
1996,Al Harrington,7625000,2006,Power Forward and Center and Small Forward,78,32.9,9.6,25.0,8,0.3630952380952381
1997,Othella Harrington,2200000,2006,Center and Power Forward,26,8.5,1.1,30.0,10,0.1047619047619047
1998,Devin Harris,3153120,2006,Point Guard and Shooting Guard,80,26.0,10.3,5.0,2,0.1501485714285714
1999,David Harrison,960840,2006,Center,24,7.9,2.6,29.0,2,0.0457542857142857
2000,Jason Hart,1680000,2006,Point Guard,36,23.5,8.4,49.0,6,0.08
2001,Jason Hart,242640,2006,Point Guard,36,23.5,8.4,49.0,6,0.08
2002,Trenton Hassell,4350000,2006,Shooting Guard and Small Forward,76,29.2,6.4,29.0,5,0.2071428571428571
2003,Jarvis Hayes,2564127,2006,Shooting Guard and Small Forward,81,20.1,6.4,10.0,3,0.1221012857142857
2004,Brendan Haywood,4500000,2006,Center,77,22.6,7.8,20.0,5,0.2142857142857142
2005,Luther Head,1048800,2006,Point Guard and Shooting Guard,80,27.6,10.2,24.0,1,0.0499428571428571
2006,Nene,8000000,2006,Power Forward and Center,64,26.8,11.2,7.0,4,0.3809523809523809
2007,Kirk Hinrich,3192628,2006,Point Guard and Shooting Guard,80,35.5,12.4,7.0,3,0.1520299047619047
2008,Julius Hodge,1234800,2006,Shooting Guard,9,7.1,10.2,20.0,1,0.0588
2009,Ryan Hollins,412718,2006,Center and Power Forward,27,6.9,1.7,50.0,0,0.019653238095238
2010,Eddie House,1400000,2006,Shooting Guard and Point Guard,56,16.9,9.7,37.0,6,0.0666666666666666
2011,Dwight Howard,4806720,2006,Power Forward and Center,82,36.9,16.2,1.0,2,0.2288914285714285
2012,Josh Howard,1667603,2006,Small Forward,70,35.1,13.2,29.0,3,0.0794096666666666
2013,Larry Hughes,13363012,2006,Shooting Guard and Point Guard and Small Forward,70,37.1,8.3,8.0,8,0.6363339047619048
2014,Kris Humphries,1703520,2006,Small Forward and Power Forward,60,11.2,7.4,14.0,2,0.08112
2015,Steven Hunter,3024000,2006,Power Forward and Center,70,22.9,7.9,15.0,5,0.144
2016,Andre Iguodala,2201640,2006,Small Forward and Shooting Guard,76,40.3,13.0,9.0,2,0.10484
2017,Zydrunas Ilgauskas,9442697,2006,Center,78,27.3,12.1,20.0,10,0.4496522380952381
2018,Mile Ilic,800000,2006,Center,5,1.2,-29.3,43.0,1,0.0380952380952381
2019,Ersan Ilyasova,664209,2006,Power Forward,66,14.7,6.5,36.0,1,0.031629
2020,Allen Iverson,17184375,2006,Shooting Guard and Point Guard,65,42.5,13.3,1.0,10,0.8183035714285715
2021,Royal Ivey,744551,2006,Shooting Guard and Point Guard,53,10.2,5.4,37.0,2,0.0354548095238095
2022,Jarrett Jack,1137960,2006,Shooting Guard and Point Guard,79,33.6,10.3,22.0,1,0.0541885714285714
2023,Bobby Jackson,5259000,2006,Shooting Guard and Point Guard,56,23.7,10.1,23.0,9,0.2504285714285714
2024,Luke Jackson,2091480,2006,Small Forward,13,10.6,5.2,10.0,2,0.0995942857142857
2025,Luke Jackson,40501,2006,Small Forward,13,10.6,5.2,10.0,2,0.0995942857142857
2026,Marc Jackson,4875000,2006,Power Forward and Center,56,18.3,7.6,37.0,9,0.2321428571428571
2027,Stephen Jackson,6120000,2006,Small Forward and Shooting Guard and Power Forward,75,33.0,9.2,42.0,9,0.2914285714285714
2028,Jerome James,5400000,2006,Center,41,6.7,-0.3,36.0,8,0.2571428571428571
2029,LeBron James,5828090,2006,Shooting Guard and Small Forward and Power Forward,78,40.9,18.1,1.0,3,0.2775280952380952
2030,Antawn Jamison,15101625,2006,Power Forward and Small Forward,70,38.0,11.6,4.0,8,0.719125
2031,Marko Jaric,5525000,2006,Shooting Guard and Small Forward and Point Guard,70,22.2,5.9,30.0,6,0.2630952380952381
2032,Al Jefferson,1618320,2006,Power Forward and Center,69,33.6,13.9,15.0,2,0.0770628571428571
2033,Richard Jefferson,11200000,2006,Small Forward,55,35.6,9.5,13.0,5,0.5333333333333333
2034,Jared Jeffries,5215000,2006,Small Forward and Power Forward,55,23.8,4.3,11.0,4,0.2483333333333333
2035,Alexander Johnson,412718,2006,Power Forward,59,12.8,6.4,45.0,0,0.019653238095238
2036,Amir Johnson,664209,2006,Center and Small Forward and Power Forward,8,15.5,11.7,56.0,1,0.031629
2037,Anthony Johnson,2640000,2006,Point Guard and Shooting Guard,67,19.4,6.5,39.0,9,0.1257142857142857
2038,DerMarr Johnson,865063,2006,Shooting Guard and Small Forward,39,10.7,4.0,6.0,6,0.0411934761904761
2039,Joe Johnson,12744189,2006,Shooting Guard and Small Forward,57,41.4,14.0,10.0,5,0.6068661428571429
2040,Bobby Jones,412718,2006,Small Forward,44,7.6,3.9,37.0,0,0.019653238095238
2041,Dahntay Jones,1886113,2006,Small Forward and Shooting Guard,78,21.4,4.7,20.0,3,0.0898149047619047
2042,Fred Jones,3100000,2006,Small Forward and Shooting Guard,63,20.9,5.9,14.0,4,0.1476190476190476
2043,James Jones,2650000,2006,Shooting Guard and Small Forward,76,18.1,6.7,49.0,3,0.1261904761904762
2044,Jumaine Jones,998967,2006,Small Forward and Shooting Guard and Power Forward,18,7.7,0.8,27.0,7,0.0475698571428571
2045,Solomon Jones,675000,2006,Center and Power Forward,58,11.5,5.6,33.0,0,0.0321428571428571
2046,Chris Kaman,3491768,2006,Center,75,29.0,9.0,6.0,3,0.1662746666666666
2047,Jason Kapono,1188000,2006,Small Forward and Shooting Guard,67,26.4,9.4,31.0,3,0.0565714285714285
2048,Viktor Khryapa,1172400,2006,Small Forward and Power Forward,33,7.0,4.6,22.0,2,0.0558285714285714
2049,Andrei Kirilenko,12364000,2006,Small Forward and Power Forward,70,29.3,9.2,24.0,7,0.5887619047619047
2050,Linas Kleiza,945360,2006,Small Forward and Power Forward,79,18.8,6.6,27.0,1,0.0450171428571428
2051,Brevin Knight,4400000,2006,Point Guard,45,28.3,11.0,16.0,9,0.2095238095238095
2052,Yaroslav Korolev,1832280,2006,Small Forward,10,4.1,4.1,12.0,1,0.0872514285714285
2053,Kyle Korver,4018182,2006,Small Forward and Shooting Guard and Power Forward,74,30.9,9.8,51.0,3,0.191342
2054,Nenad Krstic,1080480,2006,Center and Power Forward,26,32.6,11.4,24.0,4,0.0514514285714285
2055,Raef LaFrentz,11532037,2006,Power Forward and Center,27,13.0,3.4,3.0,8,0.549144619047619
2056,James Lang,771331,2006,Center,11,5.0,0.0,48.0,3,0.0367300476190476
2057,David Lee,926040,2006,Power Forward and Center and Small Forward,58,29.8,15.7,30.0,1,0.0440971428571428
2058,Rashard Lewis,9350649,2006,Small Forward and Power Forward,60,39.1,13.4,32.0,8,0.445269
2059,Shaun Livingston,3481920,2006,Shooting Guard and Point Guard,54,29.8,9.6,4.0,2,0.1658057142857142
2060,Kyle Lowry,1011720,2006,Point Guard,10,17.5,14.0,24.0,0,0.0481771428571428
2061,Tyronn Lue,3500000,2006,Point Guard,56,26.6,9.9,23.0,8,0.1666666666666666
2062,Mark Madsen,2210000,2006,Center and Power Forward,56,8.5,0.0,29.0,6,0.1052380952380952
2063,Corey Maggette,7000000,2006,Power Forward and Shooting Guard and Small Forward,75,30.5,13.0,13.0,7,0.3333333333333333
2064,Jamaal Magloire,8433334,2006,Center,81,21.0,7.4,19.0,6,0.4015873333333333
2065,Stephon Marbury,17184375,2006,Point Guard,74,37.1,10.1,4.0,10,0.8183035714285715
2066,Shawn Marion,15070000,2006,Small Forward and Power Forward,80,37.6,13.8,9.0,7,0.7176190476190476
