,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter
5180,Kevin Seraphin,3898692,2014,Power Forward and Center,79,15.6,8.6,17.0,4
5181,Ramon Sessions,2077000,2014,Point Guard and Shooting Guard,64,18.6,9.3,56.0,7
5182,Iman Shumpert,2616975,2014,Shooting Guard and Point Guard,62,24.9,7.7,17.0,3
5183,Kyle Singler,1090000,2014,Small Forward,80,21.8,4.8,33.0,3
5184,Marcus Smart,3283320,2014,Shooting Guard and Point Guard,67,27.0,6.6,6.0,0
5185,Jason Smith,3278000,2014,Center and Power Forward,82,21.8,7.6,20.0,7
5186,Josh Smith,14000000,2014,Small Forward and Power Forward,83,27.7,9.7,17.0,10
5187,Josh Smith,2077000,2014,Small Forward and Power Forward,83,27.7,9.7,17.0,10
5188,Russ Smith,816482,2014,Point Guard,12,5.4,2.9,47.0,0
5189,Tony Snell,1472400,2014,Shooting Guard and Small Forward,72,19.6,7.0,20.0,1
5190,Marreese Speights,3657500,2014,Power Forward and Center,76,15.9,11.7,16.0,6
5191,Tiago Splitter,9250000,2014,Center and Power Forward,52,19.8,11.5,28.0,7
5192,Nik Stauskas,2745840,2014,Shooting Guard,73,15.4,4.3,8.0,0
5193,Lance Stephenson,9000000,2014,Small Forward and Shooting Guard,61,25.8,7.7,40.0,4
5194,Jarnell Stokes,725000,2014,Center and Power Forward,19,6.6,9.5,35.0,0
5195,Amar'e Stoudemire,23410988,2014,Center and Power Forward,59,21.1,13.1,9.0,12
5196,Amar'e Stoudemire,485670,2014,Center and Power Forward,59,21.1,13.1,9.0,12
5197,Rodney Stuckey,1227985,2014,Point Guard and Shooting Guard,71,26.4,11.5,15.0,7
5198,Jared Sullinger,1424520,2014,Power Forward,58,27.0,12.0,21.0,2
5199,Jeff Teague,8000000,2014,Point Guard,73,30.5,13.3,19.0,5
5200,Marquis Teague,1120920,2014,Point Guard and Shooting Guard,0,0.0,0.0,29.0,2
5201,Sebastian Telfair,915243,2014,Point Guard,16,20.4,9.6,13.0,10
5202,Jason Terry,5850313,2014,Point Guard and Shooting Guard,77,21.3,7.7,10.0,15
5203,Isaiah Thomas,7238606,2014,Point Guard and Shooting Guard,67,25.8,12.9,60.0,3
5204,Tyrus Thomas,9388000,2014,Power Forward and Center,2,3.3,15.2,4.0,8
5205,Tyrus Thomas,72234,2014,Power Forward and Center,2,3.3,15.2,4.0,8
5206,Jason Thompson,6037500,2014,Power Forward and Center,81,24.6,7.2,12.0,6
5207,Klay Thompson,3075880,2014,Shooting Guard,77,31.9,12.6,11.0,3
5208,Tristan Thompson,5138430,2014,Power Forward and Center,82,26.8,9.7,4.0,3
5209,P.J. Tucker,5700000,2014,Small Forward and Shooting Guard and Power Forward,78,30.6,9.3,35.0,8
5210,Ronny Turiaf,1500000,2014,Center,2,9.7,4.2,37.0,9
5211,Hedo Turkoglu,1448490,2014,Power Forward and Small Forward,62,11.4,7.4,16.0,14
5212,Evan Turner,3278000,2014,Small Forward and Shooting Guard and Point Guard,82,27.6,11.0,2.0,4
5213,Ekpe Udoh,981084,2014,Power Forward and Center,33,3.9,7.0,6.0,4
5214,Beno Udrih,2077000,2014,Shooting Guard and Point Guard,79,18.9,11.2,28.0,10
5215,Jonas Valanciunas,3678360,2014,Center,80,26.2,13.4,5.0,3
5216,Anderson Varejao,9704595,2014,Power Forward and Center,26,24.4,11.2,30.0,10
5217,Greivis Vasquez,6400000,2014,Point Guard and Shooting Guard,82,24.3,8.6,28.0,4
5218,Charlie Villanueva,1316809,2014,Power Forward,64,10.6,10.4,7.0,9
5219,Noah Vonleh,2524200,2014,Power Forward,25,10.3,10.5,9.0,0
5220,Nikola Vucevic,2751260,2014,Center,74,34.2,14.6,16.0,3
5221,Dwyane Wade,15000000,2014,Point Guard and Shooting Guard,62,31.8,14.1,5.0,11
5222,Dion Waiters,4062000,2014,Shooting Guard,80,27.6,6.2,4.0,2
5223,Henry Walker,115422,2014,Small Forward and Shooting Guard,24,26.1,4.9,47.0,6
5224,Kemba Walker,3272091,2014,Point Guard,62,34.2,12.1,9.0,3
5225,John Wall,14746000,2014,Point Guard,79,35.9,15.1,1.0,4
5226,Gerald Wallace,10105855,2014,Small Forward and Power Forward,32,8.9,4.5,25.0,13
5227,T.J. Warren,1953120,2014,Small Forward,40,15.4,8.4,14.0,0
5228,Martell Webster,5381750,2014,Small Forward,32,11.0,3.7,6.0,9
5229,David West,12000000,2014,Small Forward and Center and Power Forward,66,28.7,12.1,18.0,11
5230,Russell Westbrook,15719062,2014,Point Guard,67,34.4,18.7,4.0,6
5231,Hassan Whiteside,769881,2014,Center,48,23.8,17.3,33.0,4
5232,Andrew Wiggins,5510640,2014,Small Forward,82,36.2,8.1,1.0,0
5233,Deron Williams,19754465,2014,Point Guard,68,31.1,10.6,3.0,9
5234,Derrick Williams,6331404,2014,Power Forward and Small Forward,74,19.8,8.2,2.0,3
5235,Elliot Williams,107676,2014,Point Guard and Shooting Guard,13,9.1,4.9,22.0,4
5236,Elliot Williams,53838,2014,Point Guard and Shooting Guard,13,9.1,4.9,22.0,4
5237,Elliot Williams,53838,2014,Point Guard and Shooting Guard,13,9.1,4.9,22.0,4
5238,Lou Williams,5450000,2014,Shooting Guard and Point Guard,80,25.2,11.7,45.0,9
5239,Marvin Williams,7000000,2014,Power Forward and Small Forward,78,26.1,8.8,2.0,9
5240,Mo Williams,3750000,2014,Point Guard and Shooting Guard,68,29.1,10.5,47.0,11
5241,Shawne Williams,1227985,2014,Small Forward and Power Forward and Shooting Guard,63,17.2,6.2,17.0,8
5242,Jeff Withey,816482,2014,Center,37,7.0,9.8,39.0,1
5243,Brandan Wright,5000000,2014,Center and Power Forward,75,19.3,12.8,8.0,7
5244,Dorell Wright,3150000,2014,Small Forward,48,12.3,9.0,19.0,10
5245,Tony Wroten,1210080,2014,Shooting Guard and Point Guard,30,29.8,9.7,25.0,2
5246,Nick Young,4994420,2014,Shooting Guard,42,23.8,8.3,16.0,7
5247,Thaddeus Young,9410870,2014,Power Forward,76,32.0,9.7,12.0,7
5248,Cody Zeller,4030560,2014,Center,62,24.0,10.0,4.0,1
5249,Tyler Zeller,1703760,2014,Center,82,21.1,12.7,17.0,2
5250,Quincy Acy,981348,2015,Power Forward and Small Forward,59,14.8,8.9,37.0,3
5251,Jordan Adams,1404600,2015,Shooting Guard,2,7.3,9.2,22.0,1
5252,Steven Adams,2279040,2015,Center,80,25.2,8.7,12.0,2
5253,Arron Afflalo,8000000,2015,Shooting Guard and Small Forward,71,33.4,7.6,27.0,8
5254,Alexis Ajinca,4300000,2015,Power Forward and Center,59,14.6,9.5,20.0,7
5255,Cole Aldrich,1100600,2015,Center,60,13.3,14.6,11.0,5
5256,LaMarcus Aldridge,19500000,2015,Power Forward and Center,74,30.6,15.1,2.0,9
5257,Lavoy Allen,3700000,2015,Power Forward and Center,79,20.2,9.0,50.0,4
5258,Tony Allen,5168539,2015,Shooting Guard and Small Forward and Point Guard,64,25.3,7.5,25.0,11
5259,Al-Farouq Aminu,7500000,2015,Power Forward and Small Forward,82,28.5,8.8,8.0,5
5260,James Anderson,1015421,2015,Small Forward and Shooting Guard,51,14.1,4.1,20.0,5
5261,Justin Anderson,1449000,2015,Small Forward,55,11.8,9.4,21.0,0
5262,Kyle Anderson,1142879,2015,Small Forward,78,16.0,10.2,30.0,1
5263,Ryan Anderson,8500000,2015,Power Forward,66,30.4,10.9,21.0,7
5264,Giannis Antetokounmpo,1953960,2015,Point Guard and Power Forward and Small Forward and Shooting Guard,80,35.3,12.8,15.0,2
5265,Thanasis Antetokounmpo,105888,2015,Small Forward,2,3.1,14.0,51.0,1
5266,Carmelo Anthony,22875000,2015,Small Forward and Power Forward,72,35.1,14.3,3.0,12
5267,Trevor Ariza,8193030,2015,Small Forward and Shooting Guard,81,35.3,8.4,43.0,11
5268,Darrell Arthur,2814000,2015,Small Forward and Power Forward,70,21.7,7.9,27.0,7
5269,Omer Asik,11000000,2015,Center,68,17.3,7.9,36.0,7
5270,D.J. Augustin,3000000,2015,Point Guard,62,19.0,9.8,9.0,7
5271,Jeff Ayres,317232,2015,Center and Power Forward,17,6.3,5.5,31.0,6
5272,Luke Babbitt,1100000,2015,Small Forward and Power Forward,47,18.0,7.2,16.0,5
5273,Cameron Bairstow,845059,2015,Center and Power Forward,18,5.7,5.2,49.0,1
5274,Leandro Barbosa,2500000,2015,Point Guard and Shooting Guard,68,15.9,7.2,28.0,12
5275,Andrea Bargnani,1039298,2015,Power Forward and Center,46,13.8,7.3,1.0,9
5276,Harrison Barnes,3873398,2015,Power Forward and Small Forward,66,30.9,7.9,7.0,3
5277,Matt Barnes,3542500,2015,Small Forward and Power Forward,76,28.8,7.8,45.0,13
5278,Will Barton,3333333,2015,Shooting Guard,82,28.7,12.5,40.0,3
5279,Brandon Bass,3000000,2015,Power Forward and Center,66,20.3,10.5,33.0,10
5280,Nicolas Batum,12235750,2015,Small Forward and Shooting Guard,70,35.0,11.6,25.0,7
5281,Jerryd Bayless,3000000,2015,Point Guard and Shooting Guard,52,28.9,8.0,11.0,7
5282,Bradley Beal,5694674,2015,Shooting Guard,55,31.1,9.9,3.0,3
5283,Michael Beasley,306527,2015,Power Forward and Small Forward,20,18.1,14.8,2.0,7
5284,Marco Belinelli,6333333,2015,Shooting Guard and Small Forward,68,24.6,6.3,18.0,8
5285,Anthony Bennett,3650000,2015,Power Forward,19,4.4,6.3,1.0,2
5286,Anthony Bennett,947276,2015,Power Forward,19,4.4,6.3,1.0,2
5287,Patrick Beverley,6500000,2015,Point Guard and Shooting Guard,71,28.7,7.6,42.0,6
5288,Bismack Biyombo,3000000,2015,Center,82,22.0,10.5,7.0,4
5289,Nemanja Bjelica,4000000,2015,Power Forward,60,17.9,7.3,35.0,5
5290,DeJuan Blair,2000000,2015,Center and Power Forward,29,7.5,1.6,37.0,6
5291,Steve Blake,2170465,2015,Point Guard,58,17.0,7.8,38.0,12
5292,Eric Bledsoe,13086957,2015,Point Guard,31,34.2,13.9,18.0,5
5293,Bojan Bogdanovic,3425510,2015,Small Forward,79,26.8,7.2,31.0,4
5294,Andrew Bogut,12000000,2015,Power Forward and Center,70,20.7,10.6,1.0,10
5295,Matt Bonner,1499187,2015,Power Forward and Center,30,6.9,9.4,45.0,12
5296,Devin Booker,2127840,2015,Shooting Guard,76,27.7,7.4,13.0,0
5297,Trevor Booker,4775000,2015,Power Forward,79,20.7,10.0,23.0,5
5298,Chris Bosh,22192730,2015,Power Forward and Center,53,33.5,15.1,4.0,12
5299,Avery Bradley,7730337,2015,Point Guard and Shooting Guard,76,33.4,8.2,19.0,5
5300,Elton Brand,890693,2015,Power Forward and Center,17,13.2,9.5,1.0,16
5301,Corey Brewer,8200000,2015,Shooting Guard and Small Forward,82,20.4,6.0,7.0,8
5302,Aaron Brooks,2000000,2015,Point Guard,69,16.1,7.3,26.0,8
5303,Kobe Bryant,25000000,2015,Shooting Guard and Small Forward,66,28.2,8.9,13.0,19
5304,Chase Budinger,5000000,2015,Small Forward,66,14.1,7.4,44.0,6
5305,Chase Budinger,258082,2015,Small Forward,66,14.1,7.4,44.0,6
5306,Reggie Bullock,1252440,2015,Shooting Guard and Small Forward,37,11.6,8.5,25.0,2
5307,Trey Burke,2658240,2015,Point Guard,64,21.3,9.9,9.0,2
5308,Alec Burks,9213484,2015,Shooting Guard,31,25.7,9.9,12.0,4
5309,Caron Butler,1499187,2015,Small Forward and Shooting Guard,17,10.3,7.5,10.0,13
5310,Jimmy Butler,15260000,2015,Shooting Guard and Small Forward,67,36.9,14.1,30.0,4
5311,Rasual Butler,1499187,2015,Shooting Guard and Small Forward,46,9.4,9.5,52.0,13
5312,Bruno Caboclo,1524000,2015,Small Forward,6,7.1,-5.6,20.0,1
5313,Kentavious Caldwell-Pope,2891760,2015,Shooting Guard,76,36.7,7.7,8.0,2
5314,Isaiah Canaan,947276,2015,Shooting Guard and Point Guard,77,25.5,7.1,34.0,2
5315,Clint Capela,1242720,2015,Center,77,19.1,10.5,25.0,1
5316,DeMarre Carroll,13500000,2015,Small Forward and Power Forward,26,30.2,7.1,27.0,6
5317,Vince Carter,4088091,2015,Small Forward and Shooting Guard,60,16.8,8.0,5.0,17
5318,Michael Carter-Williams,2399040,2015,Point Guard,54,30.5,9.9,11.0,2
5319,Omri Casspi,3000000,2015,Small Forward and Power Forward,69,27.3,10.2,23.0,6
5320,Willie Cauley-Stein,3398280,2015,Center,66,21.4,8.8,6.0,0
5321,Mario Chalmers,4300000,2015,Point Guard,61,22.5,11.6,34.0,7
5322,Tyson Chandler,13000000,2015,Center and Power Forward,66,24.5,11.7,2.0,14
5323,Wilson Chandler,10500000,2015,Shooting Guard and Small Forward and Power Forward,0,0.0,0.0,23.0,8
5324,Rakeem Christmas,1000000,2015,Power Forward,1,6.1,7.6,36.0,0
5325,Jordan Clarkson,845059,2015,Shooting Guard and Point Guard,79,32.3,8.7,46.0,1
5326,Norris Cole,3036927,2015,Point Guard,45,26.6,7.8,28.0,4
5327,Darren Collison,5013559,2015,Point Guard,74,30.0,10.6,21.0,6
5328,Nick Collison,3750000,2015,Power Forward and Center,59,11.9,4.8,12.0,12
5329,Mike Conley,9588426,2015,Point Guard,56,31.4,12.9,4.0,8
5330,Pat Connaughton,525093,2015,Shooting Guard,34,4.2,5.3,41.0,0
5331,DeMarcus Cousins,14728844,2015,Center,65,34.6,15.6,5.0,5
5332,Allen Crabbe,947276,2015,Shooting Guard,81,26.0,7.5,31.0,2
5333,Jamal Crawford,5675000,2015,Shooting Guard and Point Guard,79,26.9,9.5,8.0,15
5334,Jae Crowder,6000000,2015,Small Forward,73,31.6,10.3,34.0,3
5335,Dante Cunningham,3000000,2015,Power Forward and Small Forward,80,24.6,4.7,33.0,6
5336,Jared Cunningham,981348,2015,Shooting Guard,44,9.3,3.2,24.0,3
5337,Jared Cunningham,57726,2015,Shooting Guard,44,9.3,3.2,24.0,3
5338,Stephen Curry,11370786,2015,Point Guard,79,34.2,19.7,7.0,6
5339,Anthony Davis,7070730,2015,Power Forward and Center,61,35.5,16.5,1.0,3
5340,Ed Davis,7000000,2015,Center and Power Forward,81,20.8,12.3,13.0,5
5341,Branden Dawson,525093,2015,Power Forward,6,4.8,3.0,56.0,0
5342,Sam Dekker,1646400,2015,Power Forward,3,2.0,6.3,18.0,0
5343,Luol Deng,10151612,2015,Power Forward and Small Forward,74,32.4,10.1,7.0,11
5344,DeMar DeRozan,9500000,2015,Shooting Guard,78,35.9,13.9,9.0,6
5345,Boris Diaw,7000000,2015,Power Forward and Shooting Guard,76,18.2,9.9,21.0,12
5346,Gorgui Dieng,1474440,2015,Center and Power Forward,82,27.1,11.5,21.0,2
5347,Spencer Dinwiddie,845059,2015,Point Guard,12,13.3,5.6,38.0,1
5348,Toney Douglas,1164858,2015,Point Guard and Shooting Guard,61,20.7,8.5,29.0,6
5349,Toney Douglas,600000,2015,Point Guard and Shooting Guard,61,20.7,8.5,29.0,6
5350,Goran Dragic,14780000,2015,Point Guard and Shooting Guard,72,32.8,10.7,45.0,7
5351,Andre Drummond,3272091,2015,Center,81,32.9,14.0,9.0,3
5352,Jared Dudley,4250000,2015,Small Forward and Power Forward and Shooting Guard,81,25.9,7.7,22.0,8
5353,Tim Duncan,5000000,2015,Center and Power Forward,61,25.2,12.2,1.0,18
5354,Mike Dunleavy,4500000,2015,Small Forward and Shooting Guard and Power Forward,31,22.7,5.2,3.0,13
5355,Kevin Durant,20158622,2015,Power Forward and Small Forward and Shooting Guard,72,35.8,19.4,2.0,8
5356,Cleanthony Early,845059,2015,Small Forward,17,9.0,2.2,34.0,1
5357,Wayne Ellington,1500000,2015,Shooting Guard,76,21.2,6.8,28.0,6
5358,Wayne Ellington,923670,2015,Shooting Guard,76,21.2,6.8,28.0,6
5359,Monta Ellis,10300000,2015,Shooting Guard,81,33.8,9.6,40.0,10
5360,Joel Embiid,4626960,2015,Center,0,0.0,0.0,3.0,1
5361,Tyler Ennis,1662360,2015,Point Guard,46,14.2,7.5,18.0,1
5362,Jeremy Evans,1100602,2015,Power Forward and Small Forward,30,8.4,8.7,55.0,5
5363,Tyreke Evans,11227000,2015,Small Forward and Shooting Guard and Point Guard,25,30.6,13.1,4.0,6
5364,Dante Exum,3777720,2015,Point Guard,0,0.0,0.0,5.0,1
5365,Festus Ezeli,2008748,2015,Center,46,16.7,10.5,30.0,3
5366,Kenneth Faried,11235955,2015,Center and Power Forward,67,25.3,12.6,22.0,4
5367,Jordan Farmar,191456,2015,Point Guard,12,24.3,8.4,26.0,9
5368,Derrick Favors,11933333,2015,Center and Power Forward,62,32.0,14.0,3.0,5
5369,Raymond Felton,3950313,2015,Point Guard and Shooting Guard,80,27.4,8.6,5.0,10
5370,Evan Fournier,2288205,2015,Small Forward and Shooting Guard,79,32.5,8.7,20.0,3
5371,Randy Foye,3270000,2015,Point Guard and Shooting Guard,81,20.3,5.1,7.0,9
5372,Jimmer Fredette,507711,2015,Shooting Guard and Point Guard,6,2.9,6.8,10.0,4
5373,Jimmer Fredette,59731,2015,Shooting Guard and Point Guard,6,2.9,6.8,10.0,4
5374,Jimmer Fredette,54812,2015,Shooting Guard and Point Guard,6,2.9,6.8,10.0,4
5375,Channing Frye,7807579,2015,Center and Power Forward,70,17.1,8.8,8.0,10
5376,Danilo Gallinari,14000000,2015,Small Forward and Shooting Guard and Power Forward,53,34.7,12.4,6.0,7
5377,Marc Gasol,19700000,2015,Center,52,34.4,13.0,48.0,8
5378,Pau Gasol,7448760,2015,Center and Power Forward,72,31.8,16.5,3.0,14
5379,Rudy Gay,12403101,2015,Power Forward and Small Forward,70,34.0,10.1,8.0,9
5380,Paul George,17120106,2015,Small Forward and Shooting Guard,81,34.8,15.1,10.0,5
5381,Taj Gibson,8500000,2015,Power Forward,73,26.5,9.6,26.0,6
5382,Manu Ginobili,2814000,2015,Shooting Guard,58,19.6,11.9,57.0,16
5383,Rudy Gobert,1175880,2015,Center,61,31.7,12.6,27.0,2
5384,Drew Gooden,3300000,2015,Small Forward and Center and Power Forward,30,10.2,4.8,4.0,13
5385,Archie Goodwin,1160160,2015,Point Guard and Shooting Guard,57,19.5,7.2,29.0,2
5386,Aaron Gordon,4171680,2015,Power Forward and Small Forward,78,23.9,11.3,4.0,1
5387,Eric Gordon,15514031,2015,Shooting Guard and Point Guard,45,32.9,8.1,7.0,7
5388,Marcin Gortat,11217391,2015,Power Forward and Center,75,30.1,13.0,57.0,10
5389,Andrew Goudelock,200600,2015,Point Guard and Shooting Guard,8,6.2,7.4,46.0,4
5390,Jerami Grant,845059,2015,Small Forward and Power Forward,77,26.8,7.3,39.0,1
5391,Jerian Grant,1572360,2015,Point Guard,76,16.6,8.2,19.0,0
5392,Danny Green,10000000,2015,Shooting Guard,79,26.1,7.0,46.0,6
5393,Draymond Green,14300000,2015,Small Forward and Power Forward,81,34.7,13.6,35.0,3
5394,Erick Green,100000,2015,Point Guard,9,4.7,6.1,46.0,2
5395,Erick Green,99418,2015,Point Guard,9,4.7,6.1,46.0,2
5396,Gerald Green,1356000,2015,Shooting Guard and Small Forward,69,22.6,6.0,18.0,10
5397,Jeff Green,9200000,2015,Small Forward and Power Forward,80,28.2,8.7,5.0,8
5398,Blake Griffin,18907725,2015,Power Forward,35,33.4,17.1,1.0,6
5399,Jordan Hamilton,119462,2015,Small Forward,11,27.6,8.2,26.0,4
5400,Tyler Hansbrough,1185784,2015,Power Forward,44,7.8,5.4,13.0,6
5401,Tim Hardaway Jr.,1304520,2015,Shooting Guard,51,16.9,8.2,24.0,2
5402,James Harden,15756438,2015,Shooting Guard and Point Guard,82,38.1,17.4,3.0,6
5403,Maurice Harkless,2894059,2015,Small Forward,78,18.7,8.0,15.0,3
5404,Justin Harper,99418,2015,Power Forward,5,7.0,2.1,32.0,4
5405,Montrezl Harrell,1000000,2015,Power Forward and Center,39,9.7,7.8,32.0,0
5406,Devin Harris,4053000,2015,Point Guard and Shooting Guard,64,20.0,8.3,5.0,11
5407,Gary Harris,1587480,2015,Shooting Guard,76,32.1,7.6,19.0,1
5408,Joe Harris,845059,2015,Shooting Guard,5,3.0,3.8,33.0,1
5409,Tobias Harris,16000000,2015,Power Forward and Small Forward,76,33.1,11.6,19.0,4
5410,Spencer Hawes,5543725,2015,Power Forward and Center,57,18.2,9.4,10.0,8
5411,Gordon Hayward,15409570,2015,Power Forward and Small Forward,80,36.2,12.6,9.0,5
5412,Gerald Henderson,6000000,2015,Shooting Guard,72,19.9,9.3,12.0,6
5413,John Henson,2943221,2015,Center and Power Forward,57,16.8,10.3,14.0,3
5414,Mario Hezonja,3741480,2015,Small Forward,79,17.9,6.5,5.0,0
5415,Roy Hibbert,15500000,2015,Center,81,23.2,6.0,17.0,7
5416,Nene,13000000,2015,Power Forward and Center,57,19.2,11.3,7.0,13
5417,George Hill,8000000,2015,Point Guard,74,34.1,9.4,26.0,7
5418,Jordan Hill,4000000,2015,Center and Power Forward,73,20.7,11.8,8.0,6
5419,Solomon Hill,1358880,2015,Small Forward,59,14.7,9.1,23.0,2
5420,Kirk Hinrich,2870000,2015,Point Guard and Shooting Guard,46,13.7,5.6,7.0,12
5421,Jrue Holiday,10595507,2015,Point Guard and Shooting Guard,65,28.2,12.9,17.0,6
5422,Ryan Hollins,593056,2015,Center and Power Forward,37,12.4,5.9,50.0,9
5423,Ryan Hollins,176375,2015,Center and Power Forward,37,12.4,5.9,50.0,9
5424,Rondae Hollis-Jefferson,1335480,2015,Small Forward,29,21.2,9.6,23.0,0
5425,Richaun Holmes,1050000,2015,Center and Power Forward,51,13.8,8.2,37.0,0
5426,Rodney Hood,1348440,2015,Shooting Guard,79,32.2,9.2,23.0,1
5427,Al Horford,12000000,2015,Center,82,32.1,13.7,3.0,8
5428,Dwight Howard,22359364,2015,Power Forward and Center,71,32.1,12.8,1.0,11
5429,Josh Huestis,1140240,2015,Power Forward,5,11.0,4.2,29.0,1
5430,Kris Humphries,4600000,2015,Small Forward and Power Forward,53,15.7,8.7,14.0,11
5431,Kris Humphries,388025,2015,Small Forward and Power Forward,53,15.7,8.7,14.0,11
5432,Serge Ibaka,12350000,2015,Power Forward and Center,78,32.1,8.5,24.0,7
5433,Andre Iguodala,11710456,2015,Small Forward and Shooting Guard,65,26.6,8.9,9.0,11
5434,Ersan Ilyasova,7900000,2015,Power Forward,74,25.4,8.6,36.0,10
5435,Damien Inglis,855000,2015,Small Forward,20,7.8,7.6,31.0,1
5436,Kyrie Irving,14746000,2015,Point Guard,53,31.5,12.2,1.0,4
5437,Jarrett Jack,6300000,2015,Shooting Guard and Point Guard,32,32.1,10.6,22.0,10
5438,Pierre Jackson,750000,2015,Point Guard,0,0.0,0.0,42.0,2
5439,Reggie Jackson,14000000,2015,Point Guard,79,30.7,13.0,24.0,4
5440,LeBron James,22971000,2015,Shooting Guard and Small Forward and Power Forward,76,35.6,18.9,1.0,12
5441,Al Jefferson,13833333,2015,Power Forward and Center,47,23.3,12.4,15.0,11
5442,Cory Jefferson,421449,2015,Power Forward,8,6.3,7.0,60.0,1
5443,Richard Jefferson,1499000,2015,Small Forward,74,17.9,6.0,13.0,14
5444,John Jenkins,981000,2015,Shooting Guard,43,11.2,7.5,23.0,3
5445,Brandon Jennings,8344497,2015,Point Guard,48,18.1,9.5,10.0,6
5446,Jonas Jerebko,5000000,2015,Power Forward,78,15.1,8.0,39.0,6
5447,Amir Johnson,12000000,2015,Center and Small Forward and Power Forward,79,22.8,10.3,56.0,10
5448,James Johnson,2500000,2015,Power Forward and Small Forward,57,16.2,6.7,16.0,6
5449,Joe Johnson,24894863,2015,Shooting Guard and Small Forward,81,33.4,8.1,10.0,14
5450,Joe Johnson,414481,2015,Shooting Guard and Small Forward,81,33.4,8.1,10.0,14
5451,Orlando Johnson,55722,2015,Shooting Guard,7,14.5,1.5,36.0,3
5452,Orlando Johnson,55722,2015,Shooting Guard,7,14.5,1.5,36.0,3
5453,Stanley Johnson,2841960,2015,Small Forward,73,23.1,6.4,8.0,0
5454,Wesley Johnson,1100600,2015,Shooting Guard and Small Forward,80,20.8,6.9,4.0,5
5455,Nikola Jokic,1300000,2015,Center,80,21.7,14.5,41.0,1
5456,Dahntay Jones,8819,2015,Small Forward and Shooting Guard,1,42.4,4.7,20.0,12
5457,James Jones,1499000,2015,Shooting Guard and Small Forward,48,9.7,7.1,49.0,12
5458,Terrence Jones,2489530,2015,Power Forward,50,20.9,8.2,18.0,3
5459,Tyus Jones,1282080,2015,Point Guard,37,15.5,7.7,24.0,0
5460,DeAndre Jordan,19500000,2015,Center,77,33.7,14.1,35.0,7
5461,Cory Joseph,7000000,2015,Point Guard and Shooting Guard,80,25.6,8.9,29.0,4
5462,Chris Kaman,5000000,2015,Center,16,7.0,8.1,6.0,12
5463,Frank Kaminsky,2612500,2015,Center and Power Forward,81,21.1,9.0,9.0,0
5464,Sergey Karasev,1599840,2015,Shooting Guard and Small Forward,40,10.0,6.4,19.0,2
5465,Sasha Kaun,1300000,2015,Center,25,3.8,7.5,56.0,7
5466,Ryan Kelly,1724250,2015,Power Forward,36,13.1,8.5,48.0,2
5467,Michael Kidd-Gilchrist,6331404,2015,Small Forward and Power Forward,7,29.2,11.2,2.0,3
5468,Brandon Knight,12000000,2015,Point Guard and Shooting Guard,52,36.0,10.1,8.0,4
5469,Kyle Korver,5746479,2015,Small Forward and Shooting Guard and Power Forward,80,30.0,6.8,51.0,12
5470,Kosta Koufos,7500000,2015,Center,78,19.0,8.8,23.0,7
5471,Jeremy Lamb,3034356,2015,Small Forward and Shooting Guard,66,18.6,11.9,12.0,3
5472,Carl Landry,6500000,2015,Power Forward,36,15.8,13.3,31.0,8
